Ciclo 1: {'Temperatura': 20.13, 'Umidade': 58.15, 'Pressao': 1006.4}
Ciclo 19132: {'Temperatura': 20.76, 'Umidade': 45.14, 'Pressao': 1017.82}
Ciclo 19133: {'Temperatura': 29.88, 'Umidade': 56.03, 'Pressao': 1011.85}
Ciclo 19134: {'Temperatura': 26.88, 'Umidade': 55.45, 'Pressao': 1013.63}
Ciclo 19135: {'Temperatura': 20.18, 'Umidade': 56.81, 'Pressao': 1000.41}
Ciclo 19136: {'Temperatura': 29.92, 'Umidade': 58.12, 'Pressao': 1010.68}
Ciclo 19137: {'Temperatura': 26.32, 'Umidade': 55.41, 'Pressao': 1010.19}
Ciclo 19138: {'Temperatura': 22.52, 'Umidade': 57.41, 'Pressao': 1007.6}
Ciclo 19139: {'Temperatura': 22.25, 'Umidade': 56.41, 'Pressao': 1017.16}
Ciclo 19140: {'Temperatura': 21.87, 'Umidade': 44.95, 'Pressao': 1007.7}
Ciclo 19141: {'Temperatura': 22.65, 'Umidade': 44.32, 'Pressao': 1009.83}
Ciclo 19142: {'Temperatura': 20.54, 'Umidade': 53.82, 'Pressao': 1011.83}
Ciclo 19143: {'Temperatura': 29.97, 'Umidade': 59.5, 'Pressao': 1016.59}
Ciclo 19144: {'Temperatura': 23.06, 'Umidade': 50.35, 'Pressao': 1015.2}
Ciclo 19145: {'Temperatura': 23.49, 'Umidade': 44.59, 'Pressao': 1014.08}
Ciclo 19146: {'Temperatura': 21.46, 'Umidade': 50.76, 'Pressao': 1013.71}
Ciclo 19147: {'Temperatura': 29.64, 'Umidade': 46.0, 'Pressao': 1017.24}
Ciclo 19148: {'Temperatura': 28.0, 'Umidade': 43.65, 'Pressao': 1002.92}
Ciclo 19149: {'Temperatura': 21.87, 'Umidade': 50.06, 'Pressao': 1003.78}
Ciclo 19150: {'Temperatura': 20.5, 'Umidade': 46.26, 'Pressao': 1009.18}
Ciclo 19151: {'Temperatura': 26.01, 'Umidade': 48.21, 'Pressao': 1019.35}
Ciclo 19152: {'Temperatura': 21.19, 'Umidade': 48.49, 'Pressao': 1000.75}
Ciclo 19153: {'Temperatura': 26.06, 'Umidade': 54.43, 'Pressao': 1018.92}
Ciclo 19154: {'Temperatura': 29.67, 'Umidade': 59.93, 'Pressao': 1019.37}
Ciclo 19155: {'Temperatura': 22.22, 'Umidade': 51.6, 'Pressao': 1002.57}
Ciclo 19156: {'Temperatura': 20.17, 'Umidade': 49.83, 'Pressao': 1016.04}
Ciclo 19157: {'Temperatura': 26.21, 'Umidade': 49.74, 'Pressao': 1003.71}
Ciclo 19158: {'Temperatura': 24.62, 'Umidade': 57.1, 'Pressao': 1019.08}
Ciclo 19159: {'Temperatura': 27.1, 'Umidade': 54.5, 'Pressao': 1006.71}
Ciclo 19160: {'Temperatura': 29.99, 'Umidade': 41.39, 'Pressao': 1011.53}
Ciclo 19161: {'Temperatura': 23.9, 'Umidade': 49.48, 'Pressao': 1004.28}
Ciclo 19162: {'Temperatura': 28.89, 'Umidade': 55.09, 'Pressao': 1004.39}
Ciclo 19163: {'Temperatura': 22.21, 'Umidade': 58.5, 'Pressao': 1005.84}
Ciclo 19164: {'Temperatura': 20.68, 'Umidade': 42.13, 'Pressao': 1002.5}
Ciclo 19165: {'Temperatura': 20.8, 'Umidade': 55.76, 'Pressao': 1007.46}
Ciclo 19166: {'Temperatura': 24.44, 'Umidade': 45.83, 'Pressao': 1008.09}
Ciclo 19167: {'Temperatura': 27.79, 'Umidade': 43.13, 'Pressao': 1009.61}
Ciclo 19168: {'Temperatura': 29.75, 'Umidade': 55.29, 'Pressao': 1016.73}
Ciclo 19169: {'Temperatura': 26.26, 'Umidade': 53.78, 'Pressao': 1005.84}
Ciclo 19170: {'Temperatura': 29.92, 'Umidade': 45.76, 'Pressao': 1007.69}
Ciclo 19171: {'Temperatura': 23.63, 'Umidade': 56.13, 'Pressao': 1003.2}
Ciclo 19172: {'Temperatura': 22.32, 'Umidade': 42.89, 'Pressao': 1003.61}
Ciclo 19173: {'Temperatura': 29.0, 'Umidade': 41.72, 'Pressao': 1001.68}
Ciclo 19174: {'Temperatura': 26.19, 'Umidade': 43.9, 'Pressao': 1017.36}
Ciclo 19175: {'Temperatura': 23.41, 'Umidade': 50.74, 'Pressao': 1005.52}
Ciclo 19176: {'Temperatura': 27.3, 'Umidade': 57.6, 'Pressao': 1004.05}
Ciclo 19177: {'Temperatura': 29.92, 'Umidade': 53.94, 'Pressao': 1003.81}
Ciclo 19178: {'Temperatura': 26.15, 'Umidade': 50.53, 'Pressao': 1014.12}
Ciclo 19179: {'Temperatura': 26.47, 'Umidade': 47.15, 'Pressao': 1010.01}
Ciclo 19180: {'Temperatura': 27.62, 'Umidade': 56.97, 'Pressao': 1009.26}
Ciclo 19181: {'Temperatura': 20.66, 'Umidade': 52.49, 'Pressao': 1002.37}
Ciclo 19182: {'Temperatura': 22.84, 'Umidade': 58.24, 'Pressao': 1020.0}
Ciclo 19183: {'Temperatura': 29.52, 'Umidade': 44.09, 'Pressao': 1006.55}
Ciclo 19184: {'Temperatura': 23.15, 'Umidade': 44.07, 'Pressao': 1019.62}
Ciclo 19185: {'Temperatura': 25.88, 'Umidade': 54.65, 'Pressao': 1001.84}
Ciclo 19186: {'Temperatura': 20.71, 'Umidade': 59.81, 'Pressao': 1012.27}
Ciclo 19187: {'Temperatura': 23.0, 'Umidade': 59.25, 'Pressao': 1001.04}
Ciclo 19188: {'Temperatura': 23.86, 'Umidade': 58.62, 'Pressao': 1017.18}
Ciclo 19189: {'Temperatura': 25.63, 'Umidade': 50.94, 'Pressao': 1017.82}
Ciclo 19190: {'Temperatura': 20.23, 'Umidade': 57.28, 'Pressao': 1007.19}
Ciclo 19191: {'Temperatura': 25.85, 'Umidade': 52.26, 'Pressao': 1017.34}
Ciclo 19192: {'Temperatura': 24.66, 'Umidade': 48.9, 'Pressao': 1018.59}
Ciclo 19193: {'Temperatura': 25.55, 'Umidade': 45.44, 'Pressao': 1003.23}
Ciclo 19194: {'Temperatura': 21.97, 'Umidade': 47.8, 'Pressao': 1001.21}
Ciclo 19195: {'Temperatura': 29.82, 'Umidade': 46.72, 'Pressao': 1014.08}
Ciclo 19196: {'Temperatura': 23.21, 'Umidade': 51.74, 'Pressao': 1003.96}
Ciclo 19197: {'Temperatura': 28.87, 'Umidade': 54.31, 'Pressao': 1007.19}
Ciclo 19198: {'Temperatura': 23.29, 'Umidade': 53.77, 'Pressao': 1018.94}
Ciclo 19199: {'Temperatura': 25.54, 'Umidade': 53.32, 'Pressao': 1012.03}
Ciclo 19200: {'Temperatura': 25.61, 'Umidade': 59.33, 'Pressao': 1008.46}
Ciclo 19201: {'Temperatura': 20.84, 'Umidade': 51.43, 'Pressao': 1017.95}
Ciclo 19202: {'Temperatura': 25.61, 'Umidade': 42.93, 'Pressao': 1013.65}
Ciclo 19203: {'Temperatura': 22.55, 'Umidade': 57.07, 'Pressao': 1008.58}
Ciclo 19204: {'Temperatura': 27.37, 'Umidade': 56.02, 'Pressao': 1002.8}
Ciclo 19205: {'Temperatura': 29.7, 'Umidade': 50.05, 'Pressao': 1018.18}
Ciclo 19206: {'Temperatura': 25.16, 'Umidade': 46.67, 'Pressao': 1005.04}
Ciclo 19207: {'Temperatura': 24.2, 'Umidade': 53.96, 'Pressao': 1002.45}
Ciclo 19208: {'Temperatura': 28.65, 'Umidade': 58.93, 'Pressao': 1000.25}
Ciclo 19209: {'Temperatura': 23.85, 'Umidade': 51.43, 'Pressao': 1003.63}
Ciclo 19210: {'Temperatura': 29.23, 'Umidade': 40.71, 'Pressao': 1016.94}
Ciclo 19211: {'Temperatura': 27.9, 'Umidade': 59.43, 'Pressao': 1012.69}
Ciclo 19212: {'Temperatura': 22.23, 'Umidade': 59.45, 'Pressao': 1010.74}
Ciclo 19213: {'Temperatura': 26.27, 'Umidade': 41.87, 'Pressao': 1016.3}
Ciclo 19214: {'Temperatura': 20.52, 'Umidade': 44.34, 'Pressao': 1004.02}
Ciclo 19215: {'Temperatura': 20.86, 'Umidade': 40.66, 'Pressao': 1003.06}
Ciclo 19216: {'Temperatura': 20.35, 'Umidade': 59.17, 'Pressao': 1018.14}
Ciclo 19217: {'Temperatura': 23.89, 'Umidade': 47.27, 'Pressao': 1018.98}
Ciclo 19218: {'Temperatura': 21.1, 'Umidade': 48.26, 'Pressao': 1001.31}
Ciclo 19219: {'Temperatura': 23.73, 'Umidade': 49.56, 'Pressao': 1016.48}
Ciclo 19220: {'Temperatura': 29.65, 'Umidade': 42.62, 'Pressao': 1015.96}
Ciclo 19221: {'Temperatura': 29.32, 'Umidade': 40.24, 'Pressao': 1009.05}
Ciclo 19222: {'Temperatura': 26.59, 'Umidade': 56.37, 'Pressao': 1006.26}
Ciclo 19223: {'Temperatura': 24.05, 'Umidade': 56.8, 'Pressao': 1015.0}
Ciclo 19224: {'Temperatura': 22.99, 'Umidade': 40.19, 'Pressao': 1018.09}
Ciclo 19225: {'Temperatura': 29.73, 'Umidade': 40.05, 'Pressao': 1005.93}
Ciclo 19226: {'Temperatura': 20.46, 'Umidade': 53.61, 'Pressao': 1013.29}
Ciclo 19227: {'Temperatura': 27.49, 'Umidade': 53.97, 'Pressao': 1004.88}
Ciclo 19228: {'Temperatura': 27.68, 'Umidade': 48.18, 'Pressao': 1011.1}
Ciclo 19229: {'Temperatura': 27.17, 'Umidade': 53.92, 'Pressao': 1009.22}
Ciclo 19230: {'Temperatura': 25.34, 'Umidade': 54.94, 'Pressao': 1003.19}
Ciclo 19231: {'Temperatura': 21.99, 'Umidade': 52.37, 'Pressao': 1010.79}
Ciclo 19232: {'Temperatura': 24.54, 'Umidade': 42.91, 'Pressao': 1006.26}
Ciclo 19233: {'Temperatura': 23.35, 'Umidade': 53.64, 'Pressao': 1017.45}
Ciclo 19234: {'Temperatura': 25.74, 'Umidade': 43.49, 'Pressao': 1018.5}
Ciclo 19235: {'Temperatura': 28.19, 'Umidade': 44.86, 'Pressao': 1008.56}
Ciclo 19236: {'Temperatura': 29.64, 'Umidade': 44.77, 'Pressao': 1005.13}
Ciclo 19237: {'Temperatura': 22.14, 'Umidade': 49.23, 'Pressao': 1009.82}
Ciclo 19238: {'Temperatura': 23.59, 'Umidade': 56.1, 'Pressao': 1017.36}
Ciclo 19239: {'Temperatura': 27.16, 'Umidade': 59.63, 'Pressao': 1006.94}
Ciclo 19240: {'Temperatura': 29.83, 'Umidade': 49.4, 'Pressao': 1011.86}
Ciclo 19241: {'Temperatura': 24.62, 'Umidade': 41.93, 'Pressao': 1011.92}
Ciclo 19242: {'Temperatura': 28.39, 'Umidade': 52.86, 'Pressao': 1018.78}
Ciclo 19243: {'Temperatura': 22.33, 'Umidade': 50.79, 'Pressao': 1007.0}
Ciclo 19244: {'Temperatura': 24.03, 'Umidade': 43.85, 'Pressao': 1000.7}
Ciclo 19245: {'Temperatura': 28.63, 'Umidade': 55.49, 'Pressao': 1008.22}
Ciclo 19246: {'Temperatura': 25.51, 'Umidade': 59.36, 'Pressao': 1006.17}
Ciclo 19247: {'Temperatura': 28.08, 'Umidade': 41.63, 'Pressao': 1003.07}
Ciclo 19248: {'Temperatura': 29.95, 'Umidade': 44.02, 'Pressao': 1012.96}
Ciclo 19249: {'Temperatura': 28.92, 'Umidade': 52.21, 'Pressao': 1016.15}
Ciclo 19250: {'Temperatura': 26.7, 'Umidade': 58.59, 'Pressao': 1002.05}
Ciclo 19251: {'Temperatura': 20.58, 'Umidade': 47.92, 'Pressao': 1018.51}
Ciclo 19252: {'Temperatura': 23.37, 'Umidade': 45.53, 'Pressao': 1019.2}
Ciclo 19253: {'Temperatura': 20.65, 'Umidade': 41.71, 'Pressao': 1006.56}
Ciclo 19254: {'Temperatura': 25.95, 'Umidade': 57.26, 'Pressao': 1004.42}
Ciclo 19255: {'Temperatura': 20.58, 'Umidade': 49.84, 'Pressao': 1017.29}
Ciclo 19256: {'Temperatura': 22.33, 'Umidade': 41.41, 'Pressao': 1004.51}
Ciclo 19257: {'Temperatura': 21.47, 'Umidade': 52.65, 'Pressao': 1018.48}
Ciclo 19258: {'Temperatura': 25.42, 'Umidade': 46.32, 'Pressao': 1011.22}
Ciclo 19259: {'Temperatura': 23.7, 'Umidade': 53.32, 'Pressao': 1003.44}
Ciclo 19260: {'Temperatura': 22.98, 'Umidade': 58.51, 'Pressao': 1004.19}
Ciclo 19261: {'Temperatura': 21.99, 'Umidade': 47.57, 'Pressao': 1015.44}
Ciclo 19262: {'Temperatura': 25.69, 'Umidade': 51.28, 'Pressao': 1003.66}
Ciclo 19263: {'Temperatura': 28.36, 'Umidade': 57.89, 'Pressao': 1011.82}
Ciclo 19264: {'Temperatura': 29.58, 'Umidade': 46.34, 'Pressao': 1014.5}
Ciclo 19265: {'Temperatura': 28.94, 'Umidade': 47.32, 'Pressao': 1000.43}
Ciclo 19266: {'Temperatura': 21.31, 'Umidade': 41.17, 'Pressao': 1009.46}
Ciclo 19267: {'Temperatura': 27.04, 'Umidade': 54.45, 'Pressao': 1018.12}
Ciclo 19268: {'Temperatura': 22.25, 'Umidade': 56.64, 'Pressao': 1011.22}
Ciclo 19269: {'Temperatura': 27.09, 'Umidade': 55.55, 'Pressao': 1001.72}
Ciclo 19270: {'Temperatura': 20.86, 'Umidade': 57.96, 'Pressao': 1019.86}
Ciclo 19271: {'Temperatura': 22.63, 'Umidade': 44.69, 'Pressao': 1016.98}
Ciclo 19272: {'Temperatura': 29.72, 'Umidade': 57.84, 'Pressao': 1010.66}
Ciclo 19273: {'Temperatura': 22.04, 'Umidade': 59.97, 'Pressao': 1003.42}
Ciclo 19274: {'Temperatura': 24.93, 'Umidade': 48.1, 'Pressao': 1004.72}
Ciclo 19275: {'Temperatura': 22.99, 'Umidade': 48.92, 'Pressao': 1000.1}
Ciclo 19276: {'Temperatura': 26.4, 'Umidade': 50.99, 'Pressao': 1004.51}
Ciclo 19277: {'Temperatura': 26.12, 'Umidade': 41.12, 'Pressao': 1016.39}
Ciclo 19278: {'Temperatura': 26.87, 'Umidade': 49.8, 'Pressao': 1010.25}
Ciclo 19279: {'Temperatura': 26.7, 'Umidade': 59.13, 'Pressao': 1017.9}
Ciclo 19280: {'Temperatura': 28.6, 'Umidade': 51.06, 'Pressao': 1017.23}
Ciclo 19281: {'Temperatura': 21.62, 'Umidade': 56.52, 'Pressao': 1013.62}
Ciclo 19282: {'Temperatura': 23.17, 'Umidade': 57.15, 'Pressao': 1002.47}
Ciclo 19283: {'Temperatura': 21.86, 'Umidade': 49.72, 'Pressao': 1007.9}
Ciclo 19284: {'Temperatura': 23.05, 'Umidade': 51.15, 'Pressao': 1000.07}
Ciclo 19285: {'Temperatura': 26.52, 'Umidade': 41.15, 'Pressao': 1006.25}
Ciclo 19286: {'Temperatura': 27.83, 'Umidade': 40.99, 'Pressao': 1013.48}
Ciclo 19287: {'Temperatura': 20.57, 'Umidade': 41.6, 'Pressao': 1016.3}
Ciclo 19288: {'Temperatura': 29.44, 'Umidade': 44.0, 'Pressao': 1015.46}
Ciclo 19289: {'Temperatura': 26.39, 'Umidade': 58.84, 'Pressao': 1013.1}
Ciclo 19290: {'Temperatura': 24.29, 'Umidade': 42.19, 'Pressao': 1005.44}
Ciclo 19291: {'Temperatura': 29.53, 'Umidade': 44.44, 'Pressao': 1008.4}
Ciclo 19292: {'Temperatura': 21.7, 'Umidade': 42.78, 'Pressao': 1011.24}
Ciclo 19293: {'Temperatura': 21.14, 'Umidade': 42.27, 'Pressao': 1006.69}
Ciclo 19294: {'Temperatura': 28.61, 'Umidade': 49.3, 'Pressao': 1014.17}
Ciclo 19295: {'Temperatura': 27.9, 'Umidade': 50.14, 'Pressao': 1018.0}
Ciclo 19296: {'Temperatura': 25.02, 'Umidade': 49.59, 'Pressao': 1012.23}
Ciclo 19297: {'Temperatura': 26.48, 'Umidade': 42.77, 'Pressao': 1014.15}
Ciclo 19298: {'Temperatura': 29.5, 'Umidade': 54.16, 'Pressao': 1016.99}
Ciclo 19299: {'Temperatura': 29.89, 'Umidade': 48.54, 'Pressao': 1013.46}
Ciclo 19300: {'Temperatura': 28.03, 'Umidade': 56.55, 'Pressao': 1008.08}
Ciclo 19301: {'Temperatura': 21.8, 'Umidade': 47.94, 'Pressao': 1004.83}
Ciclo 19302: {'Temperatura': 29.8, 'Umidade': 52.44, 'Pressao': 1004.25}
Ciclo 19303: {'Temperatura': 22.77, 'Umidade': 45.16, 'Pressao': 1005.22}
Ciclo 19304: {'Temperatura': 27.29, 'Umidade': 42.07, 'Pressao': 1000.73}
Ciclo 19305: {'Temperatura': 25.5, 'Umidade': 44.64, 'Pressao': 1017.35}
Ciclo 19306: {'Temperatura': 26.68, 'Umidade': 50.72, 'Pressao': 1017.74}
Ciclo 19307: {'Temperatura': 29.1, 'Umidade': 54.4, 'Pressao': 1015.79}
Ciclo 19308: {'Temperatura': 25.77, 'Umidade': 47.6, 'Pressao': 1018.36}
Ciclo 19309: {'Temperatura': 27.71, 'Umidade': 58.02, 'Pressao': 1019.83}
Ciclo 19310: {'Temperatura': 23.52, 'Umidade': 48.99, 'Pressao': 1010.01}
Ciclo 19311: {'Temperatura': 29.36, 'Umidade': 49.87, 'Pressao': 1010.23}
Ciclo 19312: {'Temperatura': 29.45, 'Umidade': 47.33, 'Pressao': 1016.12}
Ciclo 19313: {'Temperatura': 29.95, 'Umidade': 56.52, 'Pressao': 1006.32}
Ciclo 19314: {'Temperatura': 28.2, 'Umidade': 53.89, 'Pressao': 1015.42}
Ciclo 19315: {'Temperatura': 29.27, 'Umidade': 53.97, 'Pressao': 1017.37}
Ciclo 19316: {'Temperatura': 21.58, 'Umidade': 59.32, 'Pressao': 1018.69}
Ciclo 19317: {'Temperatura': 27.06, 'Umidade': 53.6, 'Pressao': 1011.69}
Ciclo 19318: {'Temperatura': 26.37, 'Umidade': 50.6, 'Pressao': 1004.25}
Ciclo 19319: {'Temperatura': 21.77, 'Umidade': 51.88, 'Pressao': 1002.23}
Ciclo 19320: {'Temperatura': 27.85, 'Umidade': 59.38, 'Pressao': 1000.36}
Ciclo 19321: {'Temperatura': 24.06, 'Umidade': 40.29, 'Pressao': 1001.39}
Ciclo 19322: {'Temperatura': 26.79, 'Umidade': 46.12, 'Pressao': 1008.78}
Ciclo 19323: {'Temperatura': 27.49, 'Umidade': 45.41, 'Pressao': 1003.61}
Ciclo 19324: {'Temperatura': 22.41, 'Umidade': 54.58, 'Pressao': 1010.87}
Ciclo 19325: {'Temperatura': 20.52, 'Umidade': 58.25, 'Pressao': 1019.58}
Ciclo 19326: {'Temperatura': 21.47, 'Umidade': 46.76, 'Pressao': 1009.51}
Ciclo 19327: {'Temperatura': 27.95, 'Umidade': 41.97, 'Pressao': 1013.05}
Ciclo 19328: {'Temperatura': 28.42, 'Umidade': 58.24, 'Pressao': 1002.95}
Ciclo 19329: {'Temperatura': 28.86, 'Umidade': 59.08, 'Pressao': 1015.13}
Ciclo 19330: {'Temperatura': 21.12, 'Umidade': 42.87, 'Pressao': 1002.88}
Ciclo 19331: {'Temperatura': 27.95, 'Umidade': 40.52, 'Pressao': 1019.36}
Ciclo 19332: {'Temperatura': 24.2, 'Umidade': 46.04, 'Pressao': 1003.26}
Ciclo 19333: {'Temperatura': 25.17, 'Umidade': 52.11, 'Pressao': 1019.21}
Ciclo 19334: {'Temperatura': 20.17, 'Umidade': 46.24, 'Pressao': 1007.91}
Ciclo 19335: {'Temperatura': 28.21, 'Umidade': 41.17, 'Pressao': 1008.44}
Ciclo 19336: {'Temperatura': 22.01, 'Umidade': 56.19, 'Pressao': 1009.21}
Ciclo 19337: {'Temperatura': 22.21, 'Umidade': 40.43, 'Pressao': 1000.16}
Ciclo 19338: {'Temperatura': 24.28, 'Umidade': 42.78, 'Pressao': 1002.07}
Ciclo 19339: {'Temperatura': 24.86, 'Umidade': 55.25, 'Pressao': 1012.37}
Ciclo 19340: {'Temperatura': 27.23, 'Umidade': 47.52, 'Pressao': 1008.31}
Ciclo 19341: {'Temperatura': 20.13, 'Umidade': 55.9, 'Pressao': 1003.9}
Ciclo 19342: {'Temperatura': 24.03, 'Umidade': 41.37, 'Pressao': 1002.89}
Ciclo 19343: {'Temperatura': 29.77, 'Umidade': 56.85, 'Pressao': 1006.31}
Ciclo 19344: {'Temperatura': 25.2, 'Umidade': 59.5, 'Pressao': 1018.13}
Ciclo 19345: {'Temperatura': 28.54, 'Umidade': 41.92, 'Pressao': 1011.28}
Ciclo 19346: {'Temperatura': 20.16, 'Umidade': 52.53, 'Pressao': 1011.93}
Ciclo 19347: {'Temperatura': 27.7, 'Umidade': 58.63, 'Pressao': 1005.96}
Ciclo 19348: {'Temperatura': 27.65, 'Umidade': 48.32, 'Pressao': 1002.07}
Ciclo 19349: {'Temperatura': 21.87, 'Umidade': 55.9, 'Pressao': 1009.31}
Ciclo 19350: {'Temperatura': 25.01, 'Umidade': 51.77, 'Pressao': 1004.76}
Ciclo 19351: {'Temperatura': 25.88, 'Umidade': 52.15, 'Pressao': 1014.97}
Ciclo 19352: {'Temperatura': 25.02, 'Umidade': 44.81, 'Pressao': 1018.16}
Ciclo 19353: {'Temperatura': 20.72, 'Umidade': 40.37, 'Pressao': 1006.07}
Ciclo 19354: {'Temperatura': 28.28, 'Umidade': 57.46, 'Pressao': 1019.83}
Ciclo 19355: {'Temperatura': 26.95, 'Umidade': 50.19, 'Pressao': 1005.49}
Ciclo 19356: {'Temperatura': 22.71, 'Umidade': 51.64, 'Pressao': 1015.71}
Ciclo 19357: {'Temperatura': 20.79, 'Umidade': 51.65, 'Pressao': 1001.35}
Ciclo 19358: {'Temperatura': 23.38, 'Umidade': 40.95, 'Pressao': 1013.55}
Ciclo 19359: {'Temperatura': 20.53, 'Umidade': 43.16, 'Pressao': 1015.01}
Ciclo 19360: {'Temperatura': 22.52, 'Umidade': 41.97, 'Pressao': 1002.32}
Ciclo 19361: {'Temperatura': 25.61, 'Umidade': 54.97, 'Pressao': 1019.38}
Ciclo 19362: {'Temperatura': 20.1, 'Umidade': 46.52, 'Pressao': 1007.02}
Ciclo 19363: {'Temperatura': 21.44, 'Umidade': 58.47, 'Pressao': 1010.84}
Ciclo 19364: {'Temperatura': 20.15, 'Umidade': 44.16, 'Pressao': 1013.25}
Ciclo 19365: {'Temperatura': 25.89, 'Umidade': 42.43, 'Pressao': 1003.06}
Ciclo 19366: {'Temperatura': 24.2, 'Umidade': 50.19, 'Pressao': 1015.34}
Ciclo 19367: {'Temperatura': 20.36, 'Umidade': 46.75, 'Pressao': 1016.82}
Ciclo 19368: {'Temperatura': 20.27, 'Umidade': 57.64, 'Pressao': 1008.18}
Ciclo 19369: {'Temperatura': 26.09, 'Umidade': 57.04, 'Pressao': 1016.33}
Ciclo 19370: {'Temperatura': 28.48, 'Umidade': 56.61, 'Pressao': 1010.87}
Ciclo 19371: {'Temperatura': 20.2, 'Umidade': 58.63, 'Pressao': 1011.17}
Ciclo 19372: {'Temperatura': 21.99, 'Umidade': 53.65, 'Pressao': 1003.12}
Ciclo 19373: {'Temperatura': 22.27, 'Umidade': 56.29, 'Pressao': 1016.49}
Ciclo 19374: {'Temperatura': 23.46, 'Umidade': 52.74, 'Pressao': 1011.75}
Ciclo 19375: {'Temperatura': 26.51, 'Umidade': 44.97, 'Pressao': 1003.93}
Ciclo 19376: {'Temperatura': 20.25, 'Umidade': 52.45, 'Pressao': 1001.51}
Ciclo 19377: {'Temperatura': 20.36, 'Umidade': 51.5, 'Pressao': 1001.72}
Ciclo 19378: {'Temperatura': 20.86, 'Umidade': 52.0, 'Pressao': 1016.15}
Ciclo 19379: {'Temperatura': 29.14, 'Umidade': 41.6, 'Pressao': 1009.54}
Ciclo 19380: {'Temperatura': 25.1, 'Umidade': 56.41, 'Pressao': 1015.88}
Ciclo 19381: {'Temperatura': 25.66, 'Umidade': 51.59, 'Pressao': 1008.18}
Ciclo 19382: {'Temperatura': 20.64, 'Umidade': 49.18, 'Pressao': 1017.0}
Ciclo 19383: {'Temperatura': 28.51, 'Umidade': 42.32, 'Pressao': 1012.36}
Ciclo 19384: {'Temperatura': 20.6, 'Umidade': 43.29, 'Pressao': 1009.24}
Ciclo 19385: {'Temperatura': 21.54, 'Umidade': 46.22, 'Pressao': 1017.8}
Ciclo 19386: {'Temperatura': 20.48, 'Umidade': 51.0, 'Pressao': 1011.89}
Ciclo 19387: {'Temperatura': 28.69, 'Umidade': 55.13, 'Pressao': 1000.79}
Ciclo 19388: {'Temperatura': 28.56, 'Umidade': 59.4, 'Pressao': 1016.9}
Ciclo 19389: {'Temperatura': 28.53, 'Umidade': 42.18, 'Pressao': 1010.3}
Ciclo 19390: {'Temperatura': 26.55, 'Umidade': 59.59, 'Pressao': 1004.28}
Ciclo 19391: {'Temperatura': 27.22, 'Umidade': 52.45, 'Pressao': 1005.62}
Ciclo 19392: {'Temperatura': 25.71, 'Umidade': 59.21, 'Pressao': 1003.28}
Ciclo 19393: {'Temperatura': 28.4, 'Umidade': 58.39, 'Pressao': 1012.18}
Ciclo 19394: {'Temperatura': 20.15, 'Umidade': 41.77, 'Pressao': 1014.6}
Ciclo 19395: {'Temperatura': 27.22, 'Umidade': 41.23, 'Pressao': 1011.86}
Ciclo 19396: {'Temperatura': 22.37, 'Umidade': 50.6, 'Pressao': 1005.79}
Ciclo 19397: {'Temperatura': 20.04, 'Umidade': 41.81, 'Pressao': 1010.24}
Ciclo 19398: {'Temperatura': 29.04, 'Umidade': 49.2, 'Pressao': 1005.3}
Ciclo 19399: {'Temperatura': 24.79, 'Umidade': 59.65, 'Pressao': 1017.08}
Ciclo 19400: {'Temperatura': 28.48, 'Umidade': 41.3, 'Pressao': 1009.16}
Ciclo 19401: {'Temperatura': 22.66, 'Umidade': 44.66, 'Pressao': 1000.23}
Ciclo 19402: {'Temperatura': 27.4, 'Umidade': 42.02, 'Pressao': 1004.43}
Ciclo 19403: {'Temperatura': 24.65, 'Umidade': 40.78, 'Pressao': 1018.75}
Ciclo 19404: {'Temperatura': 26.53, 'Umidade': 45.13, 'Pressao': 1016.86}
Ciclo 19405: {'Temperatura': 24.96, 'Umidade': 56.94, 'Pressao': 1005.82}
Ciclo 19406: {'Temperatura': 20.13, 'Umidade': 50.05, 'Pressao': 1005.87}
Ciclo 19407: {'Temperatura': 24.28, 'Umidade': 43.96, 'Pressao': 1008.39}
Ciclo 19408: {'Temperatura': 24.12, 'Umidade': 44.54, 'Pressao': 1013.62}
Ciclo 19409: {'Temperatura': 27.68, 'Umidade': 45.98, 'Pressao': 1018.23}
Ciclo 19410: {'Temperatura': 23.93, 'Umidade': 52.89, 'Pressao': 1008.76}
Ciclo 19411: {'Temperatura': 28.13, 'Umidade': 43.87, 'Pressao': 1012.46}
Ciclo 19412: {'Temperatura': 25.97, 'Umidade': 53.23, 'Pressao': 1002.52}
Ciclo 19413: {'Temperatura': 28.7, 'Umidade': 57.21, 'Pressao': 1014.35}
Ciclo 19414: {'Temperatura': 25.0, 'Umidade': 41.95, 'Pressao': 1008.68}
Ciclo 19415: {'Temperatura': 26.86, 'Umidade': 45.28, 'Pressao': 1000.26}
Ciclo 19416: {'Temperatura': 23.74, 'Umidade': 46.42, 'Pressao': 1004.11}
Ciclo 19417: {'Temperatura': 22.04, 'Umidade': 50.67, 'Pressao': 1007.46}
Ciclo 19418: {'Temperatura': 25.56, 'Umidade': 42.9, 'Pressao': 1014.51}
Ciclo 19419: {'Temperatura': 20.28, 'Umidade': 45.47, 'Pressao': 1013.01}
Ciclo 19420: {'Temperatura': 27.2, 'Umidade': 51.02, 'Pressao': 1014.5}
Ciclo 19421: {'Temperatura': 26.14, 'Umidade': 57.35, 'Pressao': 1019.71}
